2240
ENSG00000178363.4	CALML3	protein_coding
ENSG00000256462.1	AL732437.1	antisense
ENSG00000242147.1	AL365356.5	lincRNA
ENSG00000231483.1	AL365356.4	lincRNA
ENSG00000228951.1	AL365356.3	lincRNA
ENSG00000228685.1	AL365356.2	processed_pseudogene
ENSG00000240577.3	RN7SL445P	misc_RNA
ENSG00000196372.12	ASB13	protein_coding
ENSG00000108021.20	FAM208B	protein_coding
ENSG00000226647.2	AL365356.1	antisense
ENSG00000057608.16	GDI2	protein_coding
ENSG00000270427.1	NRBF2P5	processed_pseudogene
ENSG00000272764.1	AL596094.1	lincRNA
ENSG00000134461.15	ANKRD16	protein_coding
ENSG00000240180.1	RPL12P28	processed_pseudogene
ENSG00000134452.19	FBH1	protein_coding
ENSG00000232807.2	AL137186.2	antisense
ENSG00000134470.20	IL15RA	protein_coding
ENSG00000134460.17	IL2RA	protein_coding
ENSG00000251922.1	RF00397	snoRNA
ENSG00000229664.1	AL137186.1	antisense
ENSG00000214015.3	RPL32P23	processed_pseudogene
ENSG00000134453.15	RBM17	protein_coding
ENSG00000170525.20	PFKFB3	protein_coding
ENSG00000201581.1	RN7SKP78	misc_RNA
ENSG00000263628.1	MIR3155A	miRNA
ENSG00000283634.1	MIR3155B	miRNA
ENSG00000213994.3	AL157395.1	antisense
ENSG00000238366.1	RF00019	misc_RNA
ENSG00000215244.2	AL137145.2	lincRNA
ENSG00000226705.1	SDCBPP1	processed_pseudogene
ENSG00000212743.2	AL137145.1	lincRNA
ENSG00000065675.14	PRKCQ	protein_coding
ENSG00000237943.6	PRKCQ-AS1	processed_transcript
ENSG00000225948.2	AL158210.1	lincRNA
ENSG00000285743.1	AL158210.2	lincRNA
ENSG00000223784.2	LINP1	lincRNA
ENSG00000285988.1	AL392086.3	lincRNA
ENSG00000281186.1	LINC00706	lincRNA
ENSG00000238266.2	LINC00707	lincRNA
ENSG00000285845.1	AL392086.2	lincRNA
ENSG00000234248.1	AL392086.1	lincRNA
ENSG00000223581.1	AL590095.1	lincRNA
ENSG00000270811.1	AL590095.2	processed_pseudogene
ENSG00000198879.11	SFMBT2	protein_coding
ENSG00000235141.1	COX6CP17	processed_pseudogene
ENSG00000278982.1	AL139125.2	TEC
ENSG00000232591.1	AL139125.1	lincRNA
ENSG00000207453.1	RNU6-535P	snRNA
ENSG00000230121.1	AL445070.1	antisense
ENSG00000123243.14	ITIH5	protein_coding
ENSG00000151655.18	ITIH2	protein_coding
ENSG00000151657.11	KIN	protein_coding
ENSG00000165629.19	ATP5F1C	protein_coding
ENSG00000165632.7	TAF3	protein_coding
ENSG00000233990.1	AL353754.1	processed_pseudogene
ENSG00000107485.16	GATA3	protein_coding
ENSG00000197308.9	GATA3-AS1	lincRNA
ENSG00000232638.1	AL390294.1	lincRNA
ENSG00000225053.1	PRPF38AP1	processed_pseudogene
ENSG00000232170.5	LINC00708	lincRNA
ENSG00000226861.1	AL390835.1	lincRNA
ENSG00000226990.1	AC025946.1	lincRNA
ENSG00000271251.1	AC025946.2	processed_pseudogene
ENSG00000213771.3	KRT8P37	processed_pseudogene
ENSG00000236420.1	CHCHD3P1	processed_pseudogene
ENSG00000212505.1	RNA5SP299	rRNA_pseudogene
ENSG00000270234.1	AL355333.1	processed_pseudogene
ENSG00000234752.1	AC044784.2	lincRNA
ENSG00000223808.1	AC044784.1	lincRNA
ENSG00000230014.1	LINC00709	lincRNA
ENSG00000235838.1	HSP90AB7P	processed_pseudogene
ENSG00000228636.2	AL358214.1	lincRNA
ENSG00000224788.1	AL138775.1	lincRNA
ENSG00000229919.3	ELOCP3	processed_pseudogene
ENSG00000200849.1	RF00019	misc_RNA
ENSG00000272436.1	CUX2P1	processed_pseudogene
ENSG00000234306.1	AL583859.1	lincRNA
ENSG00000279575.1	AL583859.3	TEC
ENSG00000270111.2	AL583859.2	lincRNA
ENSG00000228997.1	AL136452.1	processed_pseudogene
ENSG00000225383.7	SFTA1P	lincRNA
ENSG00000048740.18	CELF2	protein_coding
ENSG00000229240.8	LINC00710	processed_transcript
ENSG00000231496.1	AL136369.2	lincRNA
ENSG00000228027.1	AL136369.1	antisense
ENSG00000229206.3	AL162408.1	lincRNA
ENSG00000237986.3	CELF2-AS2	antisense
ENSG00000230322.1	AL136320.1	antisense
ENSG00000181800.5	CELF2-AS1	antisense
ENSG00000280086.1	AC026887.1	TEC
ENSG00000148429.14	USP6NL	protein_coding
ENSG00000271360.1	AL512631.2	antisense
ENSG00000271046.1	AL512631.1	lincRNA
ENSG00000134463.14	ECHDC3	protein_coding
ENSG00000148426.12	PROSER2	protein_coding
ENSG00000225778.5	PROSER2-AS1	antisense
ENSG00000151461.19	UPF2	protein_coding
ENSG00000251957.1	RNU6-1095P	snRNA
ENSG00000181192.11	DHTKD1	protein_coding
ENSG00000272507.1	RNU6-88P	snRNA
ENSG00000065665.20	SEC61A2	protein_coding
ENSG00000265653.1	MIR548AK	miRNA
ENSG00000165609.12	NUDT5	protein_coding
ENSG00000151465.13	CDC123	protein_coding
ENSG00000228302.2	AL512770.1	antisense
ENSG00000264036.2	RN7SL198P	misc_RNA
ENSG00000183049.12	CAMK1D	protein_coding
ENSG00000252438.1	RF00279	snoRNA
ENSG00000252118.1	RNU6ATAC39P	snRNA
ENSG00000285994.1	AL731559.1	sense_intronic
ENSG00000263584.1	MIR4480	miRNA
ENSG00000283699.1	MIR4481	miRNA
ENSG00000221331.1	MIR548Q	miRNA
ENSG00000285520.1	AL353586.1	antisense
ENSG00000151468.10	CCDC3	protein_coding
ENSG00000212499.1	RNA5SP300	rRNA_pseudogene
ENSG00000225251.1	RPL5P25	processed_pseudogene
ENSG00000123240.16	OPTN	protein_coding
ENSG00000235763.1	SNRPGP5	processed_pseudogene
ENSG00000234175.1	AL355355.2	processed_pseudogene
ENSG00000228330.1	AL355355.1	processed_pseudogene
ENSG00000203414.2	BTBD7P1	processed_pseudogene
ENSG00000237540.1	RPL36AP36	processed_pseudogene
ENSG00000065328.16	MCM10	protein_coding
ENSG00000272055.1	RNU6-6P	snRNA
ENSG00000165623.9	UCMA	protein_coding
ENSG00000107537.13	PHYH	protein_coding
ENSG00000226209.1	C8orf59P1	processed_pseudogene
ENSG00000086475.14	SEPHS1	protein_coding
ENSG00000233256.1	AL355870.1	antisense
ENSG00000165626.17	BEND7	protein_coding
ENSG00000202508.1	RF00019	misc_RNA
ENSG00000227175.1	AL590677.1	antisense
ENSG00000165630.13	PRPF18	protein_coding
ENSG00000227474.1	RPL6P24	processed_pseudogene
ENSG00000282246.1	AL157392.5	protein_coding
ENSG00000239665.8	AL157392.3	processed_transcript
ENSG00000151474.22	FRMD4A	protein_coding
ENSG00000273474.1	AL157392.4	antisense
ENSG00000225112.1	AL157392.1	antisense
ENSG00000199407.1	RNA5SP301	rRNA_pseudogene
ENSG00000234091.1	AL157392.2	antisense
ENSG00000215227.4	NUTF2P5	processed_pseudogene
ENSG00000229751.1	AC044781.1	antisense
ENSG00000235410.1	AL157896.1	antisense
ENSG00000285671.1	AL139405.1	lincRNA
ENSG00000266321.1	MIR4293	miRNA
ENSG00000278100.1	RF00017	misc_RNA
ENSG00000221371.1	MIR1265	miRNA
ENSG00000065809.13	FAM107B	protein_coding
ENSG00000236495.2	AL158168.1	antisense
ENSG00000201766.1	RNA5SP302	rRNA_pseudogene
ENSG00000237032.1	RPSAP7	processed_pseudogene
ENSG00000185267.9	CDNF	protein_coding
ENSG00000284024.2	HSPA14	protein_coding
ENSG00000187522.15	HSPA14	protein_coding
ENSG00000272853.1	AC069544.1	lincRNA
ENSG00000152455.15	SUV39H2	protein_coding
ENSG00000152457.17	DCLRE1C	protein_coding
ENSG00000197889.9	MEIG1	protein_coding
ENSG00000235623.2	OR7E110P	unprocessed_pseudogene
ENSG00000228547.5	OR7E26P	unprocessed_pseudogene
ENSG00000182531.7	OR7E115P	unprocessed_pseudogene
ENSG00000237470.3	DCLRE1CP1	unprocessed_pseudogene
ENSG00000152463.14	OLAH	protein_coding
ENSG00000176244.6	ACBD7	protein_coding
ENSG00000228312.1	GAPDHP45	processed_pseudogene
ENSG00000176236.6	C10orf111	bidirectional_promoter_lncRNA
ENSG00000152464.14	RPP38	protein_coding
ENSG00000152465.17	NMT2	protein_coding
ENSG00000206448.3	PPIAP30	processed_pseudogene
ENSG00000228181.1	AL590365.1	processed_pseudogene
ENSG00000148468.16	FAM171A1	protein_coding
ENSG00000232739.1	AL607028.1	antisense
ENSG00000077943.7	ITGA8	protein_coding
ENSG00000148481.13	MINDY3	protein_coding
ENSG00000252537.1	RF00322	snoRNA
ENSG00000237913.1	FTLP19	processed_pseudogene
ENSG00000201260.1	RNU6-1075P	snRNA
ENSG00000226140.5	AL355339.1	lincRNA
ENSG00000165983.14	PTER	protein_coding
ENSG00000223156.1	RNU2-18P	snRNA
ENSG00000165985.9	C1QL3	protein_coding
ENSG00000148484.17	RSU1	protein_coding
ENSG00000225213.2	AC073367.1	sense_intronic
ENSG00000275001.1	RF02271	misc_RNA
ENSG00000107611.15	CUBN	protein_coding
ENSG00000273153.1	AC067747.1	lincRNA
ENSG00000107614.21	TRDMT1	protein_coding
ENSG00000229124.6	VIM-AS1	antisense
ENSG00000026025.15	VIM	protein_coding
ENSG00000234961.1	AL133415.1	antisense
ENSG00000148488.16	ST8SIA6	protein_coding
ENSG00000204832.9	ST8SIA6-AS1	antisense
ENSG00000251803.1	RF00019	misc_RNA
ENSG00000236582.1	PRPF38AP2	processed_pseudogene
ENSG00000165996.13	HACD1	protein_coding
ENSG00000280126.2	AC069542.2	pseudogene
ENSG00000260589.1	STAM-AS1	antisense
ENSG00000136738.14	STAM	protein_coding
ENSG00000229190.1	AC069542.1	antisense
ENSG00000148483.8	TMEM236	protein_coding
ENSG00000260314.2	MRC1	protein_coding
ENSG00000207938.1	MIR511	miRNA
ENSG00000235637.1	AC069023.1	antisense
ENSG00000148482.11	SLC39A12	protein_coding
ENSG00000226083.5	SLC39A12-AS1	antisense
ENSG00000165995.19	CACNB2	protein_coding
ENSG00000235020.4	AL390783.1	processed_transcript
ENSG00000240291.1	AL450384.2	antisense
ENSG00000225527.1	AL450384.1	antisense
ENSG00000241058.3	NSUN6	protein_coding
ENSG00000165997.4	ARL5B	protein_coding
ENSG00000225509.1	AIFM1P1	processed_pseudogene
ENSG00000234244.1	AL512641.1	lincRNA
ENSG00000234813.1	AL357520.1	processed_pseudogene
ENSG00000204740.10	MALRD1	protein_coding
ENSG00000226255.1	UBE2V2P1	processed_pseudogene
ENSG00000227734.1	AL590378.1	antisense
ENSG00000239539.1	HMGN1P20	processed_pseudogene
ENSG00000236960.1	AL354695.1	processed_pseudogene
ENSG00000200545.2	RF00012	snoRNA
ENSG00000252001.1	RNA5SP303	rRNA_pseudogene
ENSG00000233968.6	AL157895.1	antisense
ENSG00000283456.1	MTND1P37	processed_pseudogene
ENSG00000230818.1	MTND2P16	processed_pseudogene
ENSG00000252832.1	RNU6-1212P	snRNA
ENSG00000285852.1	AL353147.1	bidirectional_promoter_lncRNA
ENSG00000120594.16	PLXDC2	protein_coding
ENSG00000238246.1	AC069549.1	antisense
ENSG00000228339.1	AMD1P1	processed_pseudogene
ENSG00000270727.1	AL590032.1	processed_pseudogene
ENSG00000265372.1	MIR4675	miRNA
ENSG00000078114.18	NEBL	protein_coding
ENSG00000235940.1	MTND1P21	processed_pseudogene
ENSG00000230112.1	AL157398.1	processed_pseudogene
ENSG00000228753.1	EIF4BP2	processed_pseudogene
ENSG00000228219.1	NPM1P30	processed_pseudogene
ENSG00000204683.11	C10orf113	protein_coding
ENSG00000231920.1	NEBL-AS1	antisense
ENSG00000228860.1	AL731547.1	processed_pseudogene
ENSG00000232853.1	LUZP4P1	processed_pseudogene
ENSG00000207264.1	RNU6-15P	snRNA
ENSG00000230109.1	AL158209.1	lincRNA
ENSG00000231553.1	RNMTL1P1	processed_pseudogene
ENSG00000278650.1	AL158209.2	unprocessed_pseudogene
ENSG00000273566.1	RF00017	misc_RNA
ENSG00000199222.1	RF00019	misc_RNA
ENSG00000204682.5	CASC10	protein_coding
ENSG00000222071.1	MIR1915	miRNA
ENSG00000180592.16	SKIDA1	protein_coding
ENSG00000078403.16	MLLT10	protein_coding
ENSG00000207347.1	RNU6-306P	snRNA
ENSG00000223984.1	HNRNPRP1	processed_pseudogene
ENSG00000201390.1	RNU6-1141P	snRNA
ENSG00000136770.10	DNAJC1	protein_coding
ENSG00000252634.1	RN7SKP219	misc_RNA
ENSG00000279623.1	AL359697.1	sense_intronic
ENSG00000201364.1	RN7SKP37	misc_RNA
ENSG00000232497.1	ADIPOR1P1	processed_pseudogene
ENSG00000236777.1	AL157831.1	processed_pseudogene
ENSG00000223601.2	EBLN1	protein_coding
ENSG00000260205.1	AL157831.2	lincRNA
ENSG00000227462.1	PSME2P6	processed_pseudogene
ENSG00000279631.1	AL158211.5	TEC
ENSG00000261671.1	AL158211.1	lincRNA
ENSG00000233318.2	RPL31P45	processed_pseudogene
ENSG00000148444.15	COMMD3	protein_coding
ENSG00000269897.5	COMMD3-BMI1	protein_coding
ENSG00000168283.13	BMI1	protein_coding
ENSG00000272516.1	AL158211.4	lincRNA
ENSG00000271981.1	AL158211.2	lincRNA
ENSG00000272366.1	AL158211.3	lincRNA
ENSG00000077327.15	SPAG6	protein_coding
ENSG00000233451.1	AL513128.1	sense_overlapping
ENSG00000285254.1	AL513128.2	lincRNA
ENSG00000150867.13	PIP4K2A	protein_coding
ENSG00000279819.1	AL390318.1	TEC
ENSG00000206842.1	RNU6-413P	snRNA
ENSG00000165309.13	ARMC3	protein_coding
ENSG00000223131.1	RNA5SP304	rRNA_pseudogene
ENSG00000148450.12	MSRB2	protein_coding
ENSG00000229932.3	YWHAZP3	processed_pseudogene
ENSG00000252049.1	RF00561	snoRNA
ENSG00000168267.6	PTF1A	protein_coding
ENSG00000179133.13	C10orf67	protein_coding
ENSG00000227537.1	AL139281.1	processed_pseudogene
ENSG00000224215.1	AL606469.1	antisense
ENSG00000264574.1	MIR1254-2	miRNA
ENSG00000165312.6	OTUD1	protein_coding
ENSG00000120549.17	KIAA1217	protein_coding
ENSG00000223928.1	NUP35P1	processed_pseudogene
ENSG00000277563.1	AC063961.1	misc_RNA
ENSG00000207930.1	MIR603	miRNA
ENSG00000279029.1	AL353583.1	TEC
ENSG00000107863.17	ARHGAP21	protein_coding
ENSG00000199535.1	RNA5SP305	rRNA_pseudogene
ENSG00000285750.1	AL157385.2	lincRNA
ENSG00000099256.18	PRTFDC1	protein_coding
ENSG00000228667.1	AL157385.1	processed_pseudogene
ENSG00000240294.2	RN7SKP241	misc_RNA
ENSG00000285859.1	AL512598.2	processed_transcript
ENSG00000273107.1	AL512598.1	lincRNA
ENSG00000151023.16	ENKUR	protein_coding
ENSG00000185875.12	THNSL1	protein_coding
ENSG00000231422.2	LINC01516	lincRNA
ENSG00000233642.1	GPR158-AS1	antisense
ENSG00000151025.10	GPR158	protein_coding
ENSG00000274242.1	AL354976.1	unprocessed_pseudogene
ENSG00000222543.1	RN7SKP220	misc_RNA
ENSG00000227465.1	GPN3P1	processed_pseudogene
ENSG00000280809.3	LINC00836	lincRNA
ENSG00000271563.1	HIRAP1	processed_pseudogene
ENSG00000223019.1	RNA5SP306	rRNA_pseudogene
ENSG00000251711.1	RNU6-632P	snRNA
ENSG00000226304.1	AL358612.1	antisense
ENSG00000095777.15	MYO3A	protein_coding
ENSG00000136750.12	GAD2	protein_coding
ENSG00000284951.1	AL355798.1	unitary_pseudogene
ENSG00000077420.15	APBB1IP	protein_coding
ENSG00000199733.1	RNA5SP307	rRNA_pseudogene
ENSG00000236894.3	AL160287.1	transcribed_unprocessed_pseudogene
ENSG00000233261.3	FAM238A	transcribed_unprocessed_pseudogene
ENSG00000234296.1	AL390961.1	lincRNA
ENSG00000231976.8	FAM238B	transcribed_unprocessed_pseudogene
ENSG00000227932.2	SELENOOLP	transcribed_unitary_pseudogene
ENSG00000279212.1	AL390961.3	TEC
ENSG00000148459.15	PDSS1	protein_coding
ENSG00000234788.1	HSPA8P3	processed_pseudogene
ENSG00000235843.1	AL390961.2	antisense
ENSG00000136754.17	ABI1	protein_coding
ENSG00000223027.1	RF00191	snoRNA
ENSG00000206605.1	RNU6-946P	snRNA
ENSG00000283709.1	FAM238C	transcribed_unprocessed_pseudogene
ENSG00000107890.16	ANKRD26	protein_coding
ENSG00000199855.1	RNU6-490P	snRNA
ENSG00000136758.18	YME1L1	protein_coding
ENSG00000120539.14	MASTL	protein_coding
ENSG00000252639.1	RNU2-24P	snRNA
ENSG00000107897.18	ACBD5	protein_coding
ENSG00000251839.1	RNU7-12P	snRNA
ENSG00000262412.1	AL160291.1	lincRNA
ENSG00000230445.4	LRRC37A6P	transcribed_processed_pseudogene
ENSG00000238021.6	ARMC4P1	transcribed_unprocessed_pseudogene
ENSG00000278830.1	AL355493.4	unprocessed_pseudogene
ENSG00000200369.1	RNU6-666P	snRNA
ENSG00000215409.4	AL355493.1	unprocessed_pseudogene
ENSG00000207135.1	RNU6-452P	snRNA
ENSG00000260151.1	AL355493.2	lincRNA
ENSG00000213770.3	FAM210CP	processed_pseudogene
ENSG00000237956.1	TRIAP1P1	processed_pseudogene
ENSG00000182077.11	PTCHD3	polymorphic_pseudogene
ENSG00000099246.16	RAB18	protein_coding
ENSG00000285737.1	AL138920.1	lincRNA
ENSG00000150051.13	MKX	protein_coding
ENSG00000230500.1	MKX-AS1	antisense
ENSG00000251810.1	RN7SKP132	misc_RNA
ENSG00000169126.15	ARMC4	protein_coding
ENSG00000226016.1	RPL36AP55	processed_pseudogene
ENSG00000233472.1	AL390866.1	lincRNA
ENSG00000226395.1	MRPS21P5	processed_pseudogene
ENSG00000150054.18	MPP7	protein_coding
ENSG00000275036.1	MIR8086	miRNA
ENSG00000282996.1	AC022021.1	lincRNA
ENSG00000237746.1	ZNF101P1	processed_pseudogene
ENSG00000222666.2	RF00012	snoRNA
ENSG00000237128.1	AL358234.1	lincRNA
ENSG00000224439.2	RPSAP10	processed_pseudogene
ENSG00000222705.1	RN7SKP39	misc_RNA
ENSG00000254635.5	WAC-AS1	antisense
ENSG00000095787.21	WAC	protein_coding
ENSG00000252401.1	RNU4ATAC6P	snRNA
ENSG00000231911.1	TPRKBP1	processed_pseudogene
ENSG00000207483.1	RNU6-1067P	snRNA
ENSG00000095739.10	BAMBI	protein_coding
ENSG00000232624.7	LINC01517	processed_transcript
ENSG00000236716.1	AL355376.1	lincRNA
ENSG00000201001.1	RNU6-270P	snRNA
ENSG00000235824.4	LINC00837	lincRNA
ENSG00000271220.2	AL355376.2	transcribed_processed_pseudogene
ENSG00000199402.1	RNA5SP308	rRNA_pseudogene
ENSG00000229605.5	RPL21P93	processed_pseudogene
ENSG00000120563.9	LYZL1	protein_coding
ENSG00000224597.10	SVIL-AS1	transcribed_unprocessed_pseudogene
ENSG00000274985.1	PTCHD3P1	unprocessed_pseudogene
ENSG00000197321.14	SVIL	protein_coding
ENSG00000207612.1	MIR604	miRNA
ENSG00000212411.1	RF00105	snoRNA
ENSG00000216035.1	MIR938	miRNA
ENSG00000225976.5	CKS1BP2	processed_pseudogene
ENSG00000222092.1	RNU6-908P	snRNA
ENSG00000237936.1	AL353093.1	processed_pseudogene
ENSG00000165757.8	JCAD	protein_coding
ENSG00000200887.1	RNU6-598P	snRNA
ENSG00000230125.1	EEF1A1P39	processed_pseudogene
ENSG00000259994.1	AL353796.1	sense_overlapping
ENSG00000107951.14	MTPAP	protein_coding
ENSG00000285824.1	AL353796.2	antisense
ENSG00000250833.1	DNM1P17	unprocessed_pseudogene
ENSG00000241621.1	GOLGA2P6	unprocessed_pseudogene
ENSG00000239625.3	RN7SL241P	misc_RNA
ENSG00000284277.1	MIR7162	miRNA
ENSG00000214434.2	NIFKP1	processed_pseudogene
ENSG00000235679.1	AL161651.1	processed_pseudogene
ENSG00000224473.1	CCND3P1	processed_pseudogene
ENSG00000107968.9	MAP3K8	protein_coding
ENSG00000213778.2	HNRNPA1P32	processed_pseudogene
ENSG00000228800.1	AL590068.1	lincRNA
ENSG00000239744.3	RN7SL63P	misc_RNA
ENSG00000230298.1	AL590068.2	lincRNA
ENSG00000285630.1	AL590068.3	lincRNA
ENSG00000151033.9	LYZL2	protein_coding
ENSG00000234814.8	SVIL2P	transcribed_unprocessed_pseudogene
ENSG00000230720.1	AL451107.1	lincRNA
ENSG00000183621.15	ZNF438	protein_coding
ENSG00000272914.1	AL359532.1	sense_intronic
ENSG00000237135.1	DDX10P1	processed_pseudogene
ENSG00000272381.1	AL356258.1	lincRNA
ENSG00000237036.4	ZEB1-AS1	antisense
ENSG00000252479.1	RNA5SP309	rRNA_pseudogene
ENSG00000148516.21	ZEB1	protein_coding
ENSG00000230397.1	SPTLC1P1	transcribed_processed_pseudogene
ENSG00000285781.1	AL117340.1	unprocessed_pseudogene
ENSG00000223834.3	AL161935.1	lincRNA
ENSG00000231855.1	AL161935.2	unprocessed_pseudogene
ENSG00000237797.1	AL161935.3	lincRNA
ENSG00000222412.1	RF00019	misc_RNA
ENSG00000165322.17	ARHGAP12	protein_coding
ENSG00000231148.1	HMGB1P7	processed_pseudogene
ENSG00000230240.1	RPL34P19	processed_pseudogene
ENSG00000239731.3	RN7SL825P	misc_RNA
ENSG00000170759.10	KIF5B	protein_coding
ENSG00000206660.1	RF00019	misc_RNA
ENSG00000234335.1	RPS4XP11	processed_pseudogene
ENSG00000235113.1	AL161932.2	processed_pseudogene
ENSG00000234811.1	AL161932.1	processed_pseudogene
ENSG00000252482.1	RNU7-22P	snRNA
ENSG00000217094.2	PPIAP31	processed_pseudogene
ENSG00000233190.1	RPS24P13	processed_pseudogene
ENSG00000227253.3	AL158834.2	antisense
ENSG00000120616.15	EPC1	protein_coding
ENSG00000226842.1	AL158834.1	antisense
ENSG00000233825.1	AL391839.2	antisense
ENSG00000229327.1	AL391839.1	antisense
ENSG00000200484.1	RNU6-1244P	snRNA
ENSG00000216937.13	CCDC7	protein_coding
ENSG00000231245.2	C1DP1	processed_pseudogene
ENSG00000273038.2	AL365203.2	lincRNA
ENSG00000150093.18	ITGB1	protein_coding
ENSG00000228816.1	AK3P5	processed_pseudogene
ENSG00000229656.6	ITGB1-DT	lincRNA
ENSG00000234163.1	MTND4LP11	processed_pseudogene
ENSG00000265319.2	RN7SL847P	misc_RNA
ENSG00000229878.1	AL365203.1	processed_pseudogene
ENSG00000235962.5	RPL7AP53	processed_pseudogene
ENSG00000233387.1	AL121748.1	lincRNA
ENSG00000099250.17	NRP1	protein_coding
ENSG00000238258.1	AL121748.2	antisense
ENSG00000244356.3	RN7SL398P	misc_RNA
ENSG00000273012.1	AL353600.1	lincRNA
ENSG00000226412.1	AC018980.1	lincRNA
ENSG00000203565.2	AL450313.1	lincRNA
ENSG00000261683.1	LINC00838	lincRNA
ENSG00000226407.1	RPL23P11	processed_pseudogene
ENSG00000223470.3	AL117338.1	lincRNA
ENSG00000148498.15	PARD3	protein_coding
ENSG00000199200.2	RF00019	misc_RNA
ENSG00000234167.1	ELOBP4	processed_pseudogene
ENSG00000229235.1	RPL37P18	processed_pseudogene
ENSG00000215184.2	RPS12P16	processed_pseudogene
ENSG00000226386.1	PARD3-AS1	antisense
ENSG00000232525.1	SS18L2P1	processed_pseudogene
ENSG00000223047.1	RNU6-847P	snRNA
ENSG00000222909.1	RNU6-193P	snRNA
ENSG00000213724.4	PRDX2P2	processed_pseudogene
ENSG00000283000.1	AL392046.2	lincRNA
