46414
4149	4241	2484
4847	5019	2577
9112	9731	2750
0	1596	0
2724	2854	1597
3393	3485	1728
4091	4263	1821
8956	9262	1994
0	601	0
1729	1859	602
2398	2490	733
7961	8200	826
0	213	0
752	844	214
5715	5848	307
0	85	0
624	1494	86
6187	6258	957
0	103	0
22578	22755	104
28369	28465	282
30473	30568	379
30874	30938	475
34865	35000	540
36748	36819	676
43914	43958	748
46632	46708	793
54064	54298	870
55588	55729	1105
74680	74814	1247
75372	75486	1382
79675	82759	1497
0	160	0
15712	15889	161
21503	21599	339
23607	23702	436
24008	24072	532
27999	28134	597
29882	29953	733
37048	37092	805
39766	39863	850
39867	40221	948
0	160	0
15712	15889	161
21503	21599	339
23607	23702	436
24008	24072	532
27999	28134	597
29882	29953	733
37048	37092	805
39766	40222	850
0	121	0
15269	15446	122
21060	21156	300
23164	23259	397
23565	23629	493
27556	27691	558
29439	29510	694
36605	36649	766
39323	39399	811
45611	45730	888
46009	46131	1008
46752	46989	1131
48279	48420	1369
67371	67505	1511
68063	68177	1646
72366	75537	1761
0	110	0
15258	15435	111
21049	21145	289
23153	23248	386
23554	23618	482
27545	27680	547
29428	29499	683
36594	36638	755
39312	39388	800
46744	46978	877
48268	48409	1112
67360	67494	1254
68052	68166	1389
72355	75312	1504
0	125	0
3524	3620	126
5628	5723	223
6029	6093	319
10020	10155	384
11903	11974	520
19069	19113	592
21787	21863	637
0	295	0
411	545	296
1103	1217	431
5406	5445	546
0	222	0
785	869	223
2779	4904	308
0	186	0
749	1193	187
0	178	0
741	825	179
2735	3259	264
3403	4977	789
0	6051	0
7543	7721	6052
22648	22829	6231
39633	39801	6413
56376	56527	6582
64813	64981	6734
93637	93751	6903
185710	186599	7018
201756	201842	7908
559733	560158	7995
0	1235	0
2727	2905	1236
17832	18226	1415
0	524	0
2016	2194	525
3658	3721	704
0	326	0
1818	1996	327
5111	5203	506
0	218	0
1710	1888	219
16815	16996	398
17112	17234	580
0	276	0
520	925	277
0	1443	0
18018	18169	1444
24710	24854	1596
0	2984	0
0	140	0
419	636	141
0	262	0
29974	30347	263
0	136	0
7827	8232	137
8829	8910	543
0	1670	0
7774	7985	1671
8662	8875	1883
0	303	0
982	1240	304
1870	2083	563
0	318	0
594	758	319
0	130	0
8952	9252	131
0	70	0
0	102	0
0	73	0
882	3128	74
0	112	0
3600	3694	113
7203	7292	208
18517	18792	298
20322	20334	574
0	105	0
7196	7285	106
0	101	0
0	653	0
1185	1226	654
9947	9992	696
0	697	0
1042	1099	698
0	697	0
1034	1099	698
0	655	0
1037	1094	656
0	87	0
606	849	88
0	206	0
64746	65456	207
0	186	0
35690	35822	187
0	420	0
0	198	0
1059	1174	199
2288	2580	315
0	577	0
0	89	0
16055	16128	90
32942	33019	164
35032	35221	242
0	187	0
14868	14941	188
31755	31832	262
33845	34034	340
36259	36424	530
37595	37639	696
37873	37981	741
39694	39789	850
41181	41273	946
41835	41960	1039
44702	44766	1165
45599	45668	1230
45852	45998	1300
49256	49326	1447
51262	51349	1518
52372	52524	1606
62299	62463	1759
64860	64921	1924
65683	65794	1986
66963	67062	2098
68216	68318	2198
68930	69282	2301
0	35	0
1602	1708	36
0	115	0
647	762	116
13761	13834	232
30648	30725	306
32294	32373	384
32738	32927	464
35152	35317	654
36488	36532	820
36766	36874	865
38587	38682	974
40074	40166	1070
40728	40853	1163
43595	43659	1289
44492	44561	1354
44745	44891	1424
48149	48219	1571
50155	50242	1642
51265	51417	1730
61192	61356	1883
63753	63814	2048
64576	64687	2110
65856	65955	2222
67109	67211	2322
67823	68166	2425
0	156	0
13155	13228	157
30042	30119	231
32132	32321	309
34546	34704	499
0	70	0
12143	12216	71
29030	29107	145
31120	31309	223
33534	33699	413
34870	34914	579
35148	35228	624
0	435	0
669	777	436
2490	2585	545
3977	4069	641
4631	4756	734
7498	7562	860
8395	8464	925
8648	8792	995
0	41	0
368	412	42
646	754	87
2467	2562	196
3954	4046	292
4608	4647	385
0	422	0
514	622	423
2335	2354	532
0	60	0
3318	3388	61
5324	5411	132
11639	11791	220
16361	16483	373
0	976	0
3373	3434	977
4196	4307	1039
5476	5575	1151
6729	6831	1251
7443	7786	1354
0	79	0
1248	1347	80
2501	2603	180
4308	4477	283
0	16	0
1170	1272	17
9290	9420	120
10405	10600	251
0	396	0
507	887	397
0	396	0
507	609	397
1176	1321	500
2959	3084	646
5661	6003	772
6564	6638	1115
7868	7988	1190
9422	9522	1311
9844	11671	1412
0	394	0
505	607	395
1174	1319	498
2957	3082	644
5659	5771	770
6562	6636	883
7866	7986	958
9420	9520	1079
9842	10007	1180
10257	10333	1346
10441	10561	1423
11891	12023	1544
13517	13633	1677
17861	17999	1794
19200	19334	1933
19705	19801	2068
20310	20423	2165
21184	21312	2279
22118	22206	2408
22474	22600	2497
25995	26155	2624
27508	27604	2785
27683	27797	2882
28499	28650	2997
29206	29312	3149
32374	32476	3256
34987	35077	3359
0	394	0
505	607	395
1174	1319	498
2957	3082	644
5659	5771	770
6562	6636	883
7866	7986	958
9420	9520	1079
9842	10007	1180
10257	10333	1346
10438	10561	1423
11891	12023	1547
13517	13633	1680
17861	17999	1797
19200	19334	1936
19705	19801	2071
20310	20423	2168
21184	21312	2282
22118	22206	2411
22474	22600	2500
25995	26155	2627
27508	27604	2788
27683	27797	2885
28499	28650	3000
29206	29312	3152
32374	32476	3259
34987	35111	3362
0	394	0
505	607	395
1174	1319	498
2957	3082	644
5659	5771	770
6562	6636	883
7866	7986	958
9420	9520	1079
9842	10007	1180
11891	12023	1346
13517	13633	1479
17861	17999	1596
19200	19334	1735
19705	19801	1870
20310	20423	1967
21184	21312	2081
22118	22206	2210
22474	22600	2299
25995	26155	2426
27508	27604	2587
27683	27797	2684
28499	28650	2799
29206	29312	2951
34987	35111	3058
0	390	0
501	603	391
1170	1315	494
2953	3078	640
5655	5767	766
6558	6632	879
7862	7982	954
9416	9516	1075
9838	10003	1176
10253	10329	1342
10437	10557	1419
11887	12019	1540
13513	13629	1673
17857	17995	1790
19196	19797	1929
20306	20353	2531
0	358	0
1996	2121	359
4698	4810	485
5601	5675	598
0	229	0
1881	1993	230
2784	2858	343
4088	4208	418
5642	5742	539
6064	6229	640
6479	6547	806
0	137	0
1340	1456	138
2224	2354	255
22463	22617	386
0	137	0
2224	2354	138
22463	22653	269
26200	26340	460
0	97	0
1300	1416	98
2184	2314	215
3299	6950	346
0	292	0
809	883	293
2113	2226	368
0	187	0
4415	4553	188
5754	5888	327
6259	6355	462
6864	6977	559
7738	7782	673
0	753	0
2106	2202	754
0	34	0
1772	1912	35
3171	3591	176
0	194	0
5873	6223	195
7051	7509	546
7739	8114	1005
12179	12271	1381
24072	24169	1474
24756	25544	1572
0	104	0
655	1012	105
0	116	0
9259	9342	117
10759	10830	201
12290	12340	273
15437	15944	324
0	176	0
4685	4937	177
0	292	0
1667	1745	293
0	52	0
1438	1555	53
8118	8227	171
8706	8819	281
9269	9423	395
11951	12159	550
0	132	0
657	836	133
0	407	0
3351	3594	408
4110	4221	652
0	3594	0
4110	4233	3595
5645	6218	3719
8917	9279	4293
0	3593	0
5644	6217	3594
8916	9284	4168
0	543	0
1059	1182	544
2748	3004	668
0	40	0
556	946	41
0	1887	0
4586	4866	1888
0	406	0
1408	1473	407
3105	3375	473
0	287	0
531	778	288
0	149	0
20629	20945	150
22493	22600	467
23652	23781	575
0	455	0
1160	1294	456
0	99	0
0	416	0
3239	3454	417
0	431	0
33471	33567	432
33880	33982	529
35633	37287	632
0	6025	0
42363	42546	6026
42682	42771	6210
0	222	0
7944	8083	223
0	159	0
554	839	160
0	231	0
24209	26366	232
0	71	0
1953	2749	72
0	230	0
964	1172	231
8245	8386	440
10766	10874	582
0	105	0
0	1018	0
7416	7540	1019
9268	9495	1144
27864	27969	1372
0	100	0
4931	5149	101
5600	5697	320
0	42	0
5542	5764	43
6440	6564	266
8292	8519	391
26888	26971	619
0	893	0
4555	4684	894
6272	6992	1024
0	131	0
38333	38409	132
44046	44213	209
46721	46837	377
49046	49180	494
50830	50954	629
0	51	0
43966	44133	52
46641	46757	220
48966	49100	337
50750	50872	472
53020	53110	595
0	100	0
4498	4665	101
7173	7289	269
9498	9632	386
11282	11404	521
13552	13649	644
15608	15680	742
16244	16327	815
20971	21122	899
21311	21885	1051
0	129	0
4441	4608	130
7116	7232	298
9441	9575	415
11225	11347	550
13495	13592	673
15551	15623	771
16187	16270	844
20914	21065	928
21254	21828	1080
0	109	0
4421	4588	110
7096	7212	278
9421	9555	395
11205	11327	530
13475	13572	653
15531	15603	751
16167	16250	824
20894	20976	908
21234	21808	991
0	108	0
4420	4587	109
9420	9554	277
11204	11326	412
16166	16249	535
19523	19944	619
0	77	0
7064	7180	78
11157	11280	195
0	67	0
4379	4546	68
7054	7170	236
9379	9513	353
11163	11285	488
16125	16208	611
20852	21000	695
0	67	0
4379	4546	68
7054	7170	236
9379	9513	353
16125	16208	488
20852	20934	572
21192	21449	655
0	67	0
4379	4546	68
7054	7170	236
9379	9513	353
11163	11285	488
16125	16208	611
20852	20934	695
21192	21449	778
0	111	0
2320	2454	112
4104	4226	247
9066	9149	370
12423	12456	454
0	76	0
2275	2409	77
4059	4181	212
6329	6426	335
8385	8457	433
0	42	0
2001	2056	43
2637	2720	99
7364	7561	183
0	37	0
4066	4152	38
4736	4901	125
5554	5663	291
13493	13619	401
15437	15513	528
16184	16300	605
17936	18103	722
19982	20074	890
0	132	0
0	275	0
2661	2828	276
3674	5133	444
5569	5691	1904
8948	9057	2027
9331	9496	2137
12598	12680	2303
14447	14697	2386
0	275	0
2661	2828	276
3674	3790	444
5056	5133	561
5569	5691	639
8948	9057	762
9331	9496	872
12598	12680	1038
14447	20030	1121
0	79	0
2561	2632	80
3478	3594	152
4860	4937	269
5373	5495	347
8752	8861	470
9135	9298	580
0	104	0
2125	2292	105
3138	3254	273
4520	4597	390
5033	5155	468
5886	6152	591
0	590	0
1436	1557	591
0	2638	0
4431	4513	2639
7919	8084	2722
8356	8465	2888
11225	11347	2998
11800	11877	3121
13150	13266	3199
14114	14281	3316
16352	16623	3484
0	604	0
2397	2479	605
5885	6050	688
6322	6431	854
9191	9313	964
11116	11232	1087
12080	12247	1204
14318	14426	1372
0	249	0
2042	2124	250
5530	5695	333
5967	6076	499
8836	8958	609
9411	10877	732
11725	11892	2199
13963	14234	2367
0	179	0
549	658	180
1752	1886	290
0	31	0
2791	2913	32
3366	3443	155
4716	4832	233
5680	5847	350
7918	8088	518
22066	22121	689
0	50	0
155	264	51
1358	1498	161
0	549	0
639	755	550
1603	1770	667
3841	4103	835
0	157	0
247	363	158
1211	1378	275
3449	3558	443
0	132	0
0	57	0
1412	1511	58
4349	4658	158
11905	12036	468
0	130	0
945	1044	131
3882	4191	231
11438	11472	541
0	190	0
4440	4771	191
5374	5429	523
0	313	0
1596	1741	314
0	262	0
61056	61223	263
62080	62196	431
63448	63525	548
63973	64095	626
66747	66856	749
0	259	0
42513	42620	260
45389	45544	368
46325	46528	524
61053	61220	728
62077	62176	896
0	258	0
42512	42619	259
45388	45543	367
61052	61219	523
62076	62179	691
0	106	0
29111	29188	107
47621	47788	185
48645	48761	353
50013	50090	470
50538	50625	548
0	83	0
47598	47765	84
48622	48738	252
49990	50067	369
50515	50637	447
53289	53398	570
53673	53838	680
56783	56865	846
58649	58691	929
0	339	0
18772	18939	340
19796	19912	508
21164	21241	625
21689	21811	703
24463	24572	826
24847	25012	936
27957	28039	1102
29823	30042	1185
0	135	0
0	735	0
2617	2784	736
3641	3757	904
5009	5086	1021
5534	5656	1099
8308	8417	1222
8692	8857	1332
11802	11884	1498
13668	13893	1581
0	114	0
1996	2163	115
3020	3762	283
0	110	0
1992	2159	111
4909	5475	279
0	432	0
1289	1383	433
0	402	0
2186	2411	403
0	80	0
1187	1352	81
1624	1733	247
10515	10682	357
13056	13139	525
0	42	0
1535	1617	43
3495	3660	126
4460	4569	292
5743	5865	402
6672	6749	525
7716	7832	603
8713	8880	720
30872	30964	888
0	39	0
1532	1614	40
3492	3657	123
4457	4566	289
5740	5862	399
6669	6746	522
7569	7624	600
7713	7829	656
8710	8877	773
30869	30961	941
0	1297	0
3175	3340	1298
5423	5545	1464
6352	6429	1587
7252	7307	1665
7396	7512	1721
8393	8560	1838
30552	30727	2006
0	36	0
125	241	37
1122	1289	154
23281	23450	322
0	113	0
767	1460	114
0	112	0
766	857	113
1357	1488	205
4718	4885	337
8914	9030	505
10294	10371	622
10812	10934	700
17153	17262	823
17531	17696	933
21248	21330	1099
23255	23486	1182
0	116	0
3346	3513	117
7542	7658	285
8922	8999	402
9440	9562	480
15781	15890	603
16159	16324	713
19876	19958	879
21883	22112	962
0	573	0
0	235	0
28607	29050	236
0	652	0
5165	5203	653
0	64	0
1955	2121	65
2905	3018	232
7603	7725	346
8537	8614	469
9642	9758	547
10672	10839	664
13235	13297	832
0	31	0
1922	2088	32
7570	7692	199
8504	8581	322
9609	9725	400
10639	10719	517
0	434	0
0	626	0
0	221	0
8706	9683	222
0	1363	0
2229	2377	1364
7746	7989	1513
11692	11732	1757
0	1192	0
2058	2206	1193
7575	7698	1342
11521	11559	1466
0	269	0
14104	14170	270
16619	16678	337
39279	39386	397
39807	39974	505
40307	40369	673
40699	40795	736
40933	41009	833
41714	41971	910
42397	42567	1168
43536	43722	1339
44037	45912	1526
0	249	0
5221	5328	250
5749	5916	358
6216	6288	526
0	249	0
6686	6737	250
6875	6951	302
7656	7913	379
0	247	0
5219	5326	248
5747	5914	356
6247	6309	524
6639	6735	587
6873	6949	684
7654	7911	761
8337	8507	1019
9476	9662	1190
9977	11852	1377
0	106	0
439	734	107
0	141	0
567	737	142
1706	2149	313
0	858	0
0	3268	0
7672	8933	3269
0	231	0
4635	4848	232
8852	8965	446
0	143	0
4547	4760	144
6940	7051	358
8764	8872	470
0	2762	0
0	522	0
695	766	523
0	588	0
1020	1127	589
0	256	0
1212	1322	257
1633	1692	368
1839	1961	428
2257	2318	551
0	325	0
439	538	326
1069	1299	426
0	195	0
0	292	0
0	504	0
1829	1963	505
2903	2945	640
0	1962	0
2902	3093	1963
10102	10236	2155
12345	12495	2290
13995	14182	2441
27641	27710	2629
0	1962	0
2902	3093	1963
3605	3685	2155
10102	10236	2236
12345	12495	2371
13995	14182	2522
27641	27710	2710
0	1962	0
2902	3093	1963
10102	10236	2155
13995	14182	2290
27641	27727	2478
0	132	0
2241	2596	133
0	337	0
27985	28080	338
32821	32912	434
35706	35830	526
35917	35936	651
36033	36132	671
38839	38939	771
39592	39695	872
42047	42119	976
42223	42285	1049
45649	46365	1112
50466	50708	1829
54780	55659	2072
57259	57688	2952
61341	65189	3382
71775	71900	7231
72682	72835	7357
74049	74154	7511
76452	76633	7617
77694	77808	7799
78191	78902	7914
0	233	0
24588	24721	234
27452	27597	368
0	233	0
24588	24721	234
27881	27976	368
29193	29234	464
0	227	0
27875	27970	228
29187	29259	324
35596	35720	397
0	210	0
27858	27953	211
29170	29242	307
32694	32785	380
35579	35646	472
0	102	0
16714	16847	103
19578	19723	237
20007	20102	383
21319	21391	479
24843	24934	552
27728	27852	644
27939	27958	769
28055	28154	789
30861	30961	889
31614	31717	990
34069	34141	1094
34245	34307	1167
37671	38387	1230
42488	42730	1947
46802	47681	2190
49281	49710	3070
53363	57211	3500
63797	63922	7349
64704	64857	7475
66071	66176	7629
68474	68655	7735
69716	69830	7917
70213	70912	8032
0	289	0
10082	10215	290
0	244	0
12901	13046	245
13330	13425	391
14642	14714	487
0	37	0
3197	3292	38
4509	4948	134
0	514	0
31673	31893	515
0	268	0
1328	2003	269
0	131	0
235	297	132
3661	3950	195
0	541	0
8956	9151	542
0	63	0
2361	2872	64
0	631	0
1692	2900	632
0	929	0
1018	1072	930
1271	1415	985
2990	3161	1130
8619	8718	1302
19919	20050	1402
20629	20827	1534
29662	29796	1733
31540	31639	1868
35375	35482	1968
47991	48326	2076
0	923	0
1012	1409	924
2984	4160	1322
0	303	0
392	446	304
2364	2535	359
7993	8092	531
19293	19424	631
20003	20073	763
0	198	0
287	341	199
540	684	254
2259	2430	399
7888	7987	571
19188	19319	671
19898	20096	803
30809	30908	1002
34644	34751	1102
47260	47457	1210
0	99	0
11300	11431	100
12010	12208	232
21043	21147	431
22921	23020	536
26756	26863	636
39372	39545	744
0	787	0
0	184	0
9019	9153	185
10897	10996	320
27348	27563	420
0	68	0
8903	9037	69
10781	10880	204
14616	14723	304
28126	28347	412
0	44	0
8879	9013	45
10757	10856	180
14592	14699	280
25868	25950	388
28535	28581	471
56061	56126	518
0	111	0
1855	1954	112
5690	5797	212
16966	17048	320
18306	18524	403
0	60	0
242	456	61
0	1074	0
16480	16670	1075
18681	18759	1266
21389	21550	1345
22352	22460	1507
24106	24148	1616
26230	26450	1659
27424	28281	1880
0	91	0
393	789	92
0	200	0
2211	2289	201
4919	5080	280
5882	5990	442
7636	7678	551
9760	9980	594
10954	11784	815
0	165	0
4884	5045	166
5847	5955	328
7601	7643	437
9725	9945	480
10919	11784	701
0	464	0
1266	1374	465
3020	3062	574
5144	5267	617
0	143	0
12817	12972	144
15834	16429	300
18722	18852	896
18956	19091	1027
20735	20925	1163
23544	23636	1354
23975	24066	1447
25200	25368	1539
26031	26253	1708
27217	27304	1931
27387	27473	2019
28139	28275	2106
31055	31154	2243
31245	31366	2343
33418	33493	2465
34108	34305	2541
34548	34598	2739
35164	35289	2790
37232	37338	2916
46253	46384	3023
46907	47391	3155
0	115	0
12789	12944	116
15806	16401	272
18694	18824	868
18928	19063	999
20707	20897	1135
23516	23608	1326
23947	24038	1419
25172	25340	1511
26003	26225	1680
27189	27276	1903
27359	27445	1991
28111	28247	2078
31027	31126	2215
31217	31338	2315
33390	33465	2437
34080	34277	2513
35136	35261	2711
37204	37310	2837
46225	46356	2944
46879	47362	3076
0	98	0
15789	16384	99
18677	18807	695
18911	19046	826
20690	20706	962
0	66	0
739	836	67
12740	12895	165
15757	16341	321
0	125	0
670	801	126
8634	8789	258
11651	12246	414
14539	14669	1010
14773	14908	1141
16552	16742	1277
19361	19453	1468
19792	19883	1561
21017	21185	1653
21848	22070	1822
23034	23121	2045
23204	23290	2133
23956	24092	2220
26872	26971	2357
27062	27183	2457
29235	29310	2579
29925	30122	2655
30981	31106	2853
33049	33155	2979
42070	42201	3086
42724	43207	3218
0	9	0
2052	2121	10
2871	3466	80
5759	5889	676
5993	6071	807
0	126	0
2419	2549	127
2653	2972	258
0	91	0
1225	1766	92
0	445	0
528	559	446
0	11	0
102	223	12
2275	3052	134
0	3	0
94	215	4
2267	2342	126
2957	3154	202
3397	3447	400
4013	4138	451
6081	6187	577
15102	15233	684
15756	15774	816
0	125	0
740	937	126
1796	1921	324
3864	3947	450
0	228	0
2171	2277	229
0	81	0
2024	2130	82
2925	3262	189
0	81	0
2024	2130	82
3964	4455	189
0	3239	0
11385	11630	3240
0	97	0
573	878	98
0	425	0
2165	2248	426
0	285	0
2151	2245	286
0	150	0
12740	12815	151
16115	16147	227
16728	16928	260
20104	20202	461
22506	22700	560
25137	25289	755
33766	33972	908
