6894
ENST00000390854.1	2199386	2199487	2189473	1	1	694	34
ENST00000418295.1	2305082	2315074	2199487	2	3	695	35
ENST00000414107.5	2446252	2447351	2315074	2	2	698	36
ENST00000441907.1	2446252	2447351	2447351	2	2	700	36
ENST00000439973.1	2446257	2447351	2447351	2	2	702	36
ENST00000431209.1	2499720	2500569	2447351	1	2	704	37
ENST00000438753.1	2501782	2567238	2500569	1	2	706	38
ENST00000437289.1	2501802	2537624	2567238	1	2	708	38
ENST00000419388.1	2936020	2936440	2567238	1	1	710	39
ENST00000439575.1	3010530	3013110	2936440	1	3	711	40
ENST00000607898.1	3065423	3066000	3013110	2	1	714	41
ENST00000607886.5	3066332	3101553	3066000	1	4	715	42
ENST00000381125.8	3067519	3136801	3101553	1	22	719	42
ENST00000495715.1	3067671	3069379	3136801	1	2	741	42
ENST00000381075.6	3068626	3136792	3136801	1	24	743	42
ENST00000421751.1	3069232	3103936	3136801	1	5	767	42
ENST00000407806.2	3070244	3105472	3136801	1	7	772	42
ENST00000415005.5	3104723	3113515	3136801	1	8	779	42
ENST00000468050.1	3104746	3109393	3136801	1	6	787	42
ENST00000460445.1	3104878	3107232	3136801	1	3	793	42
ENST00000413079.1	3113457	3129940	3136801	1	5	796	42
ENST00000381072.5	3129006	3136792	3136801	1	6	801	42
ENST00000433193.1	3133234	3137711	3136801	1	4	807	42
ENST00000441377.2	3134565	3145165	3137711	1	4	811	43
ENST00000490510.5	3137727	3138614	3145165	2	2	815	44
ENST00000464395.1	3137727	3149398	3145165	2	9	817	44
ENST00000224949.8	3137729	3172806	3149398	2	27	826	44
ENST00000380989.6	3137729	3172840	3172806	2	27	853	44
ENST00000451104.6	3137729	3172840	3172840	2	24	880	44
ENST00000380994.5	3137733	3158086	3172840	2	16	904	44
ENST00000455371.5	3138690	3144365	3172840	2	4	920	44
ENST00000451454.5	3141507	3148054	3172840	2	7	924	44
ENST00000601046.5	3141631	3164248	3172840	1	4	931	45
ENST00000598280.5	3141631	3167971	3172840	1	4	935	45
ENST00000430356.3	3141671	3148621	3172840	1	4	939	45
ENST00000424714.1	3143482	3145708	3172840	2	3	943	44
ENST00000430362.1	3151175	3158957	3172840	2	6	946	44
ENST00000488065.1	3163131	3165333	3172840	2	2	952	44
ENST00000445932.1	3223815	3227406	3172840	1	3	954	46
ENST00000417149.2	3232387	3257931	3227406	2	7	957	47
ENST00000436340.1	3266002	3267014	3257931	1	2	964	48
ENST00000413993.1	3486893	3502837	3267014	2	5	966	49
ENST00000426811.1	3532093	3537030	3502837	2	2	971	50
ENST00000413757.1	3535111	3536856	3537030	2	2	973	50
ENST00000421629.2	3751066	3763225	3537030	1	6	975	51
ENST00000415358.1	3767914	3768750	3763225	1	2	981	52
ENST00000461124.1	3775995	3780216	3768750	2	3	983	53
ENST00000497571.5	3775995	3785274	3780216	2	4	986	53
ENST00000542957.1	3775996	3785280	3785274	2	3	990	53
ENST00000173785.4	3779046	3782050	3785280	2	3	993	53
ENST00000492125.1	3779549	3780495	3785280	2	2	996	53
ENST00000469435.1	3780326	3785192	3785280	2	2	998	53
ENST00000380946.3	3781807	3785182	3785280	2	3	1000	53
ENST00000413339.1	3833949	3834727	3785280	1	2	1003	54
ENST00000648503.1	3912026	3935807	3834727	1	4	1005	55
ENST00000432452.2	3934518	3935812	3935807	1	2	1009	55
ENST00000611069.1	3991159	3991258	3935812	1	1	1011	56
ENST00000455525.1	4024939	4028393	3991258	1	2	1012	57
ENST00000455199.1	4051725	4089012	4028393	1	4	1014	58
ENST00000608792.1	4201140	4243911	4089012	2	3	1018	59
ENST00000454470.1	4235559	4243642	4243911	2	2	1021	59
ENST00000418372.1	4242949	4243788	4243911	2	2	1023	59
ENST00000454152.1	4384245	4410611	4243911	1	2	1025	60
ENST00000434902.1	4406501	4409250	4410611	1	2	1027	60
ENST00000420082.1	4415304	4426178	4410611	2	4	1029	61
ENST00000384396.1	4514951	4515056	4426178	1	1	1033	62
ENST00000430998.6	4650184	4678153	4515056	2	4	1034	63
ENST00000443994.1	4651102	4656799	4678153	2	3	1038	63
ENST00000449712.1	4651160	4678131	4678153	2	5	1041	63
ENST00000417883.2	4655426	4662418	4678153	1	3	1046	64
ENST00000533295.5	4786628	4837582	4678153	1	6	1049	65
ENST00000462718.7	4786708	4839818	4837582	1	6	1055	65
ENST00000474119.5	4826176	4848061	4839818	1	10	1061	65
ENST00000463345.5	4826233	4848061	4848061	1	10	1071	65
ENST00000298375.11	4826253	4848061	4848061	1	10	1081	65
ENST00000525281.5	4826254	4846198	4848061	1	6	1091	65
ENST00000525627.1	4826285	4837565	4848061	1	3	1097	65
ENST00000532248.5	4826295	4847295	4848061	1	7	1100	65
ENST00000345253.9	4826295	4847744	4848061	1	7	1107	65
ENST00000334019.4	4826295	4847744	4848061	1	8	1114	65
ENST00000441590.5	4833354	4845810	4848061	1	5	1122	65
ENST00000525572.1	4833399	4841856	4848061	1	5	1127	65
ENST00000487985.1	4839783	4847344	4848061	1	4	1132	65
ENST00000432950.1	4871900	4891974	4848061	2	9	1136	66
ENST00000459095.1	4962435	4962567	4891974	2	1	1145	67
ENST00000477661.1	4963252	4977949	4962567	1	8	1146	68
ENST00000380872.8	4963252	4983282	4977949	1	9	1154	68
ENST00000442997.5	4963448	4972746	4983282	1	7	1163	68
ENST00000380859.1	4963788	4969940	4983282	1	6	1170	68
ENST00000476100.1	4965490	4967047	4983282	1	2	1176	68
ENST00000380753.8	4987399	5004022	4983282	2	9	1178	69
ENST00000421196.7	4989433	5003859	5004022	2	8	1187	69
ENST00000460124.5	4989788	5004022	5004022	2	8	1195	69
ENST00000451575.6	4995487	4997373	5004022	1	3	1203	70
ENST00000604507.5	4995833	5017954	5004022	2	7	1206	69
ENST00000440414.1	4995881	4997379	5017954	1	3	1213	70
ENST00000455190.2	4999910	5004013	5017954	2	4	1216	69
ENST00000604184.1	5000302	5003860	5017954	2	4	1220	69
ENST00000459141.1	5004709	5004841	5017954	1	1	1224	71
ENST00000604428.5	5005994	5018030	5017954	2	4	1225	69
ENST00000604711.1	5006461	5017933	5018030	2	4	1229	69
ENST00000603073.1	5010462	5015891	5018030	2	3	1233	69
ENST00000604439.1	5013306	5015047	5018030	2	2	1236	69
ENST00000605781.5	5035353	5102209	5018030	1	6	1238	72
ENST00000470862.6	5035356	5097532	5102209	1	6	1244	72
ENST00000480822.5	5035357	5097536	5102209	1	5	1250	72
ENST00000602997.5	5048788	5099413	5102209	1	6	1255	72
ENST00000439082.7	5048811	5107502	5102209	1	9	1261	72
ENST00000605149.5	5077637	5107679	5107502	1	9	1270	72
ENST00000459536.1	5093407	5093542	5107679	2	1	1279	73
ENST00000380554.4	5093792	5107685	5107679	1	9	1280	72
ENST00000480697.6	5094413	5098175	5107685	1	3	1289	72
ENST00000605322.1	5094417	5099892	5107685	1	3	1292	72
ENST00000603312.1	5096144	5097527	5107685	1	2	1295	72
ENST00000603484.1	5105274	5107685	5107685	1	2	1297	72
ENST00000427165.1	5122086	5135225	5107685	2	5	1299	74
ENST00000648824.1	5154139	5185103	5135225	2	9	1304	75
ENST00000584929.7	5154142	5185103	5185103	2	10	1313	75
ENST00000578467.2	5154459	5185186	5185103	2	8	1323	75
ENST00000650030.1	5161730	5185180	5185186	2	4	1331	75
ENST00000469875.2	5195461	5196921	5185186	1	2	1335	76
ENST00000380448.5	5195462	5218948	5196921	1	11	1337	76
ENST00000263126.2	5196834	5218946	5218948	1	9	1348	76
ENST00000441452.1	5207168	5207741	5218948	1	1	1357	77
ENST00000428920.2	5234357	5263407	5218948	1	2	1358	78
ENST00000449457.1	5266032	5271235	5263407	2	2	1360	79
ENST00000305623.12	5275172	5288469	5271235	2	8	1362	80
ENST00000432689.2	5275205	5285924	5288469	2	6	1370	80
ENST00000451325.1	5304430	5304864	5288469	2	1	1376	81
ENST00000624104.1	5346650	5347276	5304864	1	1	1377	82
ENST00000380433.4	5365008	5374691	5347276	1	2	1378	83
ENST00000380419.7	5393097	5404829	5374691	2	4	1380	84
ENST00000479328.1	5393268	5404827	5404829	2	4	1384	84
ENST00000355029.8	5412550	5458462	5404829	1	12	1388	85
ENST00000486354.1	5446608	5452896	5458462	1	4	1400	85
ENST00000449083.5	5446608	5454521	5458462	1	4	1404	85
ENST00000380359.3	5446610	5458462	5458462	1	10	1408	85
ENST00000465087.1	5452418	5453152	5458462	1	2	1418	85
ENST00000484741.1	5454380	5456529	5458462	1	3	1420	85
ENST00000380332.4	5498696	5499554	5458462	2	1	1423	86
ENST00000543008.1	5514243	5523176	5499554	2	2	1424	87
ENST00000542093.5	5517280	5526245	5523176	2	3	1426	87
ENST00000545372.1	5517368	5526240	5526245	2	4	1429	87
ENST00000315238.2	5524008	5526770	5526245	1	1	1433	88
ENST00000442008.2	5524975	5525741	5526770	2	2	1434	89
ENST00000478294.1	5594990	5596117	5526770	2	2	1436	90
ENST00000425246.1	5608474	5610792	5596117	2	5	1438	91
ENST00000427341.1	5616861	5618160	5610792	2	3	1443	92
ENST00000441526.1	5624930	5625125	5618160	1	1	1446	93
ENST00000495609.3	5631462	5631754	5625125	1	1	1447	94
ENST00000493897.1	5638866	5641811	5631754	2	3	1448	95
ENST00000357700.10	5638867	5666577	5641811	2	6	1451	95
ENST00000459912.5	5638867	5666577	5666577	2	7	1457	95
ENST00000479033.1	5638867	5666594	5666577	2	5	1464	95
ENST00000482921.1	5648971	5651567	5666594	2	2	1469	95
ENST00000328090.9	5684837	5763739	5666594	1	21	1471	96
ENST00000477043.5	5684941	5712538	5763739	1	3	1492	96
ENST00000473789.5	5684941	5714175	5763739	1	4	1495	96
ENST00000496681.5	5684947	5720667	5763739	1	4	1499	96
ENST00000480839.6	5684964	5720610	5763739	1	5	1503	96
ENST00000645567.1	5692815	5763727	5763739	1	24	1508	96
ENST00000482419.1	5699447	5709662	5763739	1	2	1532	96
ENST00000463468.5	5699492	5714206	5763739	1	4	1534	96
ENST00000527124.1	5709625	5714573	5763739	1	3	1538	96
ENST00000411512.2	5712173	5744066	5763739	2	2	1541	97
ENST00000596567.1	5712419	5714422	5763739	2	2	1543	97
ENST00000532080.1	5726825	5730775	5763739	1	3	1545	96
ENST00000380270.3	5730661	5739812	5763739	1	2	1548	96
ENST00000487196.1	5758928	5761800	5763739	1	2	1550	96
ENST00000459693.1	5760839	5763739	5763739	1	2	1552	96
ENST00000380191.8	5765222	5813548	5763739	2	11	1554	98
ENST00000479928.1	5765228	5769388	5813548	2	3	1565	98
ENST00000447751.5	5765848	5785921	5813548	2	6	1568	98
ENST00000380181.7	5765953	5813410	5813548	2	10	1574	98
ENST00000456041.5	5773841	5813386	5813548	2	7	1584	98
ENST00000603087.1	5776070	5776857	5813548	1	1	1591	99
ENST00000418688.5	5785865	5813428	5813548	2	4	1592	98
ENST00000608581.5	5785981	5814328	5813548	2	5	1596	98
ENST00000380127.5	5786005	5842131	5814328	2	7	1601	98
ENST00000609712.1	5794907	5813431	5842131	2	5	1608	98
ENST00000608273.1	5813984	5814440	5842131	1	2	1613	100
ENST00000380094.9	5861616	5889897	5842131	2	8	1615	101
ENST00000430852.1	5861804	5862593	5889897	2	2	1623	102
ENST00000380092.8	5878086	5889870	5889897	2	7	1625	101
ENST00000191063.8	5878121	5889905	5889897	2	6	1632	101
ENST00000492368.1	5882702	5887969	5889905	2	4	1638	101
ENST00000397269.7	5890202	5937593	5889905	1	22	1642	103
ENST00000362091.8	5890230	5937592	5937593	1	21	1664	103
ENST00000470089.5	5890247	5910953	5937593	1	5	1685	103
ENST00000462507.1	5890279	5906620	5937593	1	4	1690	103
ENST00000379999.6	5894385	5937592	5937593	1	22	1694	103
ENST00000469009.5	5903165	5909236	5937593	1	5	1716	103
ENST00000494526.1	5906505	5909477	5937593	1	3	1721	103
ENST00000460453.1	5914177	5915943	5937593	1	2	1724	103
ENST00000489042.1	5917061	5917620	5937593	1	2	1726	103
ENST00000475867.5	5921345	5924397	5937593	1	3	1728	103
ENST00000461504.5	5921353	5937127	5937593	1	9	1731	103
ENST00000485290.1	5923570	5927517	5937593	1	4	1740	103
ENST00000496013.5	5925263	5927540	5937593	1	2	1744	103
ENST00000479433.5	5925410	5928672	5937593	1	3	1746	103
ENST00000470353.1	5925410	5929865	5937593	1	3	1749	103
ENST00000397264.4	5934269	5945899	5937593	2	2	1752	104
ENST00000481029.1	5936632	5937510	5945899	1	2	1754	103
ENST00000448685.1	5943489	5945737	5945899	2	2	1756	104
ENST00000454321.1	5943503	5945748	5945899	2	2	1758	104
ENST00000620345.4	5943638	5977610	5945899	2	8	1760	105
ENST00000435171.6	5948891	5960566	5977610	2	4	1768	105
ENST00000397251.7	5950742	5977610	5977610	2	8	1772	105
ENST00000379977.7	5952370	5977589	5977610	2	7	1780	105
ENST00000397248.6	5952371	5977610	5977610	2	8	1787	105
ENST00000525219.6	5952371	5978186	5977610	2	7	1795	105
ENST00000534292.5	5952385	5978044	5978186	2	7	1802	105
ENST00000532948.5	5952392	5978037	5978186	2	6	1809	105
ENST00000379972.6	5952392	5978186	5978186	2	6	1815	105
ENST00000528354.5	5952792	5977521	5978186	2	6	1821	105
ENST00000447291.5	5952820	5963831	5978186	2	5	1827	105
ENST00000379974.1	5952897	5978178	5978186	2	5	1832	105
ENST00000532039.5	5953044	5966338	5978186	2	6	1837	105
ENST00000397250.6	5953050	5977521	5978186	2	5	1843	105
ENST00000379971.5	5953151	5977506	5978186	2	5	1848	105
ENST00000397246.7	5953175	5977834	5978186	2	8	1853	105
ENST00000530685.5	5953259	5977491	5978186	2	6	1861	105
ENST00000397255.7	5953259	5977491	5978186	2	7	1867	105
ENST00000622442.4	5953805	5977610	5978186	2	8	1874	105
ENST00000620865.4	5958202	5977610	5978186	2	7	1882	105
ENST00000429135.2	5959753	5977521	5978186	2	4	1889	105
ENST00000453922.1	5960394	5977213	5978186	2	4	1893	105
ENST00000379959.7	6010688	6062324	5978186	2	8	1897	106
ENST00000649218.1	6010714	6020338	6062324	2	4	1905	106
ENST00000379954.5	6012070	6062308	6062324	2	7	1909	106
ENST00000256876.10	6012796	6062289	6062324	2	8	1916	106
ENST00000516113.1	6017053	6017193	6062324	2	1	1924	107
ENST00000447847.1	6019452	6026000	6062324	2	3	1925	106
ENST00000440436.1	6025977	6036426	6062324	1	3	1928	108
ENST00000644262.1	6039399	6062369	6062324	2	2	1931	106
ENST00000397237.2	6071513	6071917	6062369	2	1	1933	109
ENST00000379888.8	6088986	6116879	6071917	1	12	1934	110
ENST00000437845.6	6089053	6112320	6116879	1	7	1946	110
ENST00000432931.5	6089070	6110089	6116879	1	7	1953	110
ENST00000446108.5	6089345	6117456	6116879	1	12	1960	110
ENST00000418631.5	6096909	6110058	6117456	1	6	1972	110
ENST00000467214.1	6104945	6106376	6117456	1	2	1978	110
ENST00000447032.1	6104970	6112460	6117456	1	5	1980	110
ENST00000481147.1	6108487	6112422	6117456	1	3	1985	110
ENST00000476706.5	6112701	6115765	6117456	1	5	1988	110
ENST00000465906.5	6113362	6115833	6117456	1	3	1993	110
ENST00000467080.1	6113906	6115833	6117456	1	2	1996	110
ENST00000496762.1	6114146	6115871	6117456	1	2	1998	110
ENST00000379789.8	6144933	6235531	6117456	1	15	2000	111
ENST00000536985.6	6146315	6233367	6235531	1	15	2015	111
ENST00000364711.1	6149622	6149939	6235531	1	1	2030	112
ENST00000577482.1	6152195	6152276	6235531	1	1	2031	113
ENST00000636544.1	6152206	6152261	6235531	2	1	2032	114
ENST00000639949.1	6163832	6217176	6235531	1	6	2033	111
ENST00000427630.1	6197611	6202692	6235531	2	2	2039	115
ENST00000317350.8	6202865	6228283	6235531	1	15	2041	111
ENST00000461744.5	6202865	6228294	6235531	1	16	2056	111
ENST00000467491.5	6202865	6232951	6235531	1	18	2072	111
ENST00000490474.5	6202865	6232958	6235531	1	17	2090	111
ENST00000477914.5	6202865	6232958	6235531	1	16	2107	111
ENST00000379785.5	6202865	6233089	6235531	1	17	2123	111
ENST00000625260.2	6202876	6225186	6235531	1	14	2140	111
ENST00000626882.2	6202876	6231304	6235531	1	16	2154	111
ENST00000360521.7	6202899	6235518	6235531	1	16	2170	111
ENST00000379775.8	6202930	6235531	6235531	1	15	2186	111
ENST00000640683.1	6202931	6254643	6235531	1	15	2201	111
ENST00000450232.1	6221403	6233106	6254643	1	5	2216	111
ENST00000487989.1	6222707	6226446	6254643	1	4	2221	111
ENST00000475881.5	6224165	6233089	6254643	1	4	2225	111
ENST00000414237.5	6224165	6233089	6254643	1	5	2229	111
ENST00000441697.1	6224165	6233089	6254643	1	2	2234	111
ENST00000459607.1	6245730	6245830	6254643	2	1	2236	116
ENST00000399868.2	6277686	6335981	6254643	1	7	2237	117
ENST00000440192.1	6293099	6294683	6335981	2	4	2244	118
ENST00000391437.2	6350315	6352761	6335981	1	1	2248	119
ENST00000610727.1	6427142	6512171	6352761	2	17	2249	120
ENST00000263125.9	6427142	6580300	6512171	2	18	2266	120
ENST00000397176.6	6427142	6580300	6580300	2	17	2284	120
ENST00000539722.5	6427142	6580300	6580300	2	17	2301	120
ENST00000445427.1	6580418	6584298	6580300	1	2	2318	121
ENST00000455810.5	6580424	6584027	6584298	1	3	2320	121
ENST00000613651.1	6580610	6584143	6584298	1	3	2323	121
ENST00000414894.1	6583675	6585678	6584298	1	2	2326	121
ENST00000449648.1	6583678	6584297	6585678	1	2	2328	121
ENST00000607982.5	6583804	6588379	6585678	1	3	2330	121
ENST00000608526.5	6583804	6591096	6588379	1	5	2333	121
ENST00000623015.3	6583804	6591104	6591096	1	3	2338	121
ENST00000615210.4	6583804	6591131	6591104	1	5	2341	121
ENST00000613985.4	6583804	6615949	6591131	1	7	2346	121
ENST00000625102.3	6583810	6591133	6615949	1	5	2353	121
ENST00000624974.3	6583830	6615892	6615949	1	9	2358	121
ENST00000623160.3	6583830	6615900	6615949	1	5	2367	121
ENST00000624678.3	6583830	6615908	6615949	1	6	2372	121
ENST00000625147.3	6583860	6613902	6615949	1	6	2378	121
ENST00000561822.1	6586223	6586919	6615949	1	1	2384	121
ENST00000609627.5	6607286	6615949	6615949	1	3	2385	121
ENST00000607996.5	6607320	6615958	6615949	1	5	2388	121
ENST00000609346.5	6608347	6616451	6615958	1	4	2393	121
ENST00000608453.1	6608375	6616396	6616451	1	3	2397	121
ENST00000448835.2	6618715	6625345	6616451	1	4	2400	122
ENST00000650342.1	6682512	6823788	6625345	1	7	2404	123
ENST00000417112.2	6709529	6738965	6823788	1	5	2411	124
ENST00000649511.1	6734038	6738942	6823788	1	4	2416	124
ENST00000650334.1	6737275	6740531	6823788	1	2	2420	124
ENST00000649087.1	6737336	6739431	6823788	1	1	2422	124
ENST00000648995.1	6737417	6840711	6823788	1	4	2423	125
ENST00000628989.1	6774306	6779179	6840711	2	2	2427	126
ENST00000648093.1	6779548	6840817	6840711	1	7	2429	127
ENST00000436383.2	6779569	6842905	6840817	1	5	2436	127
ENST00000648637.1	6779579	6840872	6842905	1	5	2441	127
ENST00000649625.1	6779585	6781810	6842905	1	2	2446	127
ENST00000650412.1	6779587	6834509	6842905	1	3	2448	127
ENST00000648398.1	6779587	6841157	6842905	1	6	2451	127
ENST00000649110.1	6779605	6790255	6842905	1	3	2457	127
ENST00000650205.1	6779607	6877887	6842905	1	6	2460	128
ENST00000649029.1	6794739	6841237	6877887	1	7	2466	127
ENST00000650314.1	6872943	6879449	6877887	1	2	2473	127
ENST00000457632.1	6891456	6920471	6879449	2	3	2475	129
ENST00000420049.1	7097151	7097674	6920471	1	2	2478	130
ENST00000604136.1	7154119	7154235	7097674	1	1	2480	131
ENST00000361972.8	7158623	7409340	7154235	2	21	2481	132
ENST00000397167.5	7158623	7411485	7409340	2	21	2502	132
ENST00000379713.7	7284181	7411485	7411485	2	5	2523	132
ENST00000421389.1	7295105	7295289	7411485	2	1	2528	133
ENST00000379711.2	7348141	7408744	7411485	2	5	2529	132
ENST00000623134.1	7411598	7413466	7411485	1	1	2534	134
ENST00000420395.1	7445557	7471941	7413466	2	4	2535	135
ENST00000384722.1	7486702	7486808	7471941	2	1	2539	136
ENST00000414631.1	7533206	7536564	7486808	1	3	2540	137
ENST00000397146.6	7559269	7666970	7536564	2	14	2543	138
ENST00000613909.4	7562423	7619659	7666970	2	10	2557	138
ENST00000473591.1	7566036	7570399	7666970	2	3	2567	138
ENST00000492668.5	7569161	7576596	7666970	2	3	2570	138
ENST00000434980.5	7571404	7640778	7666970	2	9	2573	138
ENST00000397145.6	7571404	7666997	7666970	2	12	2582	138
ENST00000468389.5	7572771	7578703	7666997	2	3	2594	138
ENST00000476417.5	7572771	7622476	7666997	2	6	2597	138
ENST00000461751.1	7576891	7617265	7666997	2	7	2603	138
ENST00000358415.8	7703268	7749519	7666997	1	21	2610	139
ENST00000473227.5	7703345	7713382	7749519	1	5	2631	139
ENST00000480387.1	7703367	7720900	7749519	1	6	2636	139
ENST00000429820.5	7703379	7721696	7749519	1	7	2642	139
ENST00000379587.4	7703399	7749338	7749519	1	20	2649	139
ENST00000477751.1	7729864	7732472	7749519	1	3	2669	139
ENST00000379562.8	7750961	7787980	7749519	2	13	2672	140
ENST00000498098.1	7753224	7766102	7787980	2	6	2685	140
ENST00000463666.5	7755813	7766383	7787980	2	6	2691	140
ENST00000471320.5	7755834	7766358	7787980	2	5	2697	140
ENST00000460089.1	7761232	7774877	7787980	2	6	2702	140
ENST00000356708.11	7788128	7807814	7787980	1	10	2708	141
ENST00000493053.5	7788146	7807800	7807814	1	9	2718	141
ENST00000462760.1	7788158	7796587	7807814	1	2	2727	141
ENST00000460362.5	7788174	7796894	7807814	1	3	2729	141
ENST00000335698.4	7788176	7807814	7807814	1	9	2732	141
ENST00000465936.5	7788178	7807792	7807814	1	4	2741	141
ENST00000460820.6	7788183	7800051	7807814	1	6	2745	141
ENST00000472202.1	7788209	7799549	7807814	1	4	2751	141
